2 --> {1=219, 2=223, 3=223, 4=223, 5=223, 6=219, 7=223, 8=223, 9=223, 10=223, 11=223, 12=223, 13=223}
210 --> {1=9690, 2=9690, 3=9674, 4=9691, 5=9691, 6=9691, 7=9675, 8=9675, 9=9684, 10=9684, 11=9696, 12=9690, 13=9674}
211 --> {1=9749, 2=9749, 3=9721, 4=9726, 5=9714, 6=9750, 7=9748, 8=9717, 9=9726, 10=9726, 11=9710, 12=9749, 13=9721}
212 --> {1=9763, 2=9763, 3=9760, 4=9762, 5=9762, 6=9762, 7=9757, 8=9763, 9=9757, 10=9757, 11=9760, 12=9763, 13=9765}
213 --> {1=9792, 2=9792, 3=9792, 4=9801, 5=9801, 6=9801, 7=9795, 8=9795, 9=9794, 10=9794, 11=9792, 12=9806, 13=9799}
214 --> {1=9808, 2=9808, 3=9808, 4=9843, 5=9843, 6=9843, 7=9825, 8=9825, 9=9827, 10=9827, 11=9817, 12=9808, 13=9807}
216 --> {1=9860, 2=9860, 3=9856, 4=9857, 5=9857, 6=9857, 7=9873, 8=9865, 9=9857, 10=9862, 11=9874, 12=9860, 13=9856}
217 --> {1=9880, 2=9880, 3=9881, 4=9898, 5=9898, 6=9898, 7=9887, 8=9885, 9=9878, 10=9878, 11=9881, 12=9880, 13=9880}
218 --> {1=9922, 2=9922, 3=9913, 4=9917, 5=9917, 6=9917, 7=9913, 8=9907, 9=9917, 10=9917, 11=9913, 12=9922, 13=9925}
219 --> {1=9929, 2=9929, 3=9947, 4=9965, 5=9965, 6=9965, 7=9948, 8=9963, 9=9938, 10=9938, 11=9944, 12=9951, 13=9929}
220 --> {1=9978, 2=9978, 3=9985, 4=9979, 5=9979, 6=9979, 7=9997, 8=9997, 9=9976, 10=9976, 11=9985, 12=9978, 13=9981}
221 --> {1=10012, 2=10012, 3=10006, 4=10013, 5=10013, 6=10013, 7=10030, 8=10036, 9=10002, 10=10002, 11=10032, 12=10000, 13=10012}
222 --> {1=10043, 2=10043, 3=10043, 4=10042, 5=10042, 6=10042, 7=10043, 8=10043, 9=10042, 10=10042, 11=10043, 12=10043, 13=10043}
223 --> {1=10057, 2=10057, 3=10046, 4=10061, 5=10061, 6=10061, 7=10068, 8=10049, 9=10070, 10=10070, 11=10047, 12=10057, 13=10069}
224 --> {1=10103, 2=10103, 3=10078, 4=10079, 5=10107, 6=10107, 7=10079, 8=10111, 9=10079, 10=10079, 11=10085, 12=10103, 13=10078}
225 --> {1=10121, 2=10121, 3=10121, 4=10117, 5=10117, 6=10117, 7=10121, 8=10121, 9=10117, 10=10117, 11=10121, 12=10121, 13=10121}
226 --> {1=10126, 2=10126, 3=10128, 4=10122, 5=10131, 6=10122, 7=10122, 8=10126, 9=10122, 10=10122, 11=10125, 12=10126, 13=10128}
228 --> {1=10184, 2=10178, 3=10171, 4=10175, 5=10171, 6=10185, 7=10175, 8=10175, 9=10175, 10=10175, 11=10171, 12=10178, 13=10178}
229 --> {1=10190, 2=10190, 3=10196, 4=10189, 5=10189, 6=10189, 7=10210, 8=10190, 9=10210, 10=10210, 11=10195, 12=10190, 13=10232}
230 --> {1=10242, 2=10242, 3=10268, 4=10252, 5=10252, 6=10252, 7=10244, 8=10244, 9=10252, 10=10251, 11=10268, 12=10242, 13=10250}
232 --> {1=10304, 2=10304, 3=10315, 4=10311, 5=10311, 6=10311, 7=10311, 8=10304, 9=10311, 10=10311, 11=10315, 12=10304, 13=10304}
233 --> {1=10336, 2=10336, 3=10336, 4=10316, 5=10316, 6=10316, 7=10322, 8=10319, 9=10322, 10=10322, 11=10336, 12=10343, 13=10336}
234 --> {1=10350, 2=10356, 3=10377, 4=10371, 5=10371, 6=10371, 7=10349, 8=10372, 9=10349, 10=10349, 11=10380, 12=10356, 13=10357}
235 --> {1=10389, 2=10389, 3=10391, 4=10390, 5=10390, 6=10390, 7=10391, 8=10390, 9=10391, 10=10391, 11=10389, 12=10388, 13=10389}
236 --> {1=10393, 2=10393, 3=10392, 4=10393, 5=10393, 6=10393, 7=10393, 8=10393, 9=10393, 10=10393, 11=10393, 12=10393, 13=10392}
237 --> {1=10400, 2=10400, 3=10398, 4=10412, 5=10412, 6=10412, 7=10395, 8=10403, 9=10425, 10=10425, 11=10427, 12=10430, 13=10400}
238 --> {1=10446, 2=10446, 3=10446, 4=10440, 5=10440, 6=10440, 7=10460, 8=10444, 9=10460, 10=10460, 11=10446, 12=10446, 13=10454}
239 --> {1=10471, 2=10471, 3=10471, 4=10474, 5=10474, 6=10474, 7=10471, 8=10474, 9=10474, 10=10474, 11=10471, 12=10471, 13=10471}
243 --> {1=10550, 2=10550, 3=10561, 4=10570, 5=10570, 6=10570, 7=10549, 8=10550, 9=10549, 10=10549, 11=10561, 12=10550, 13=10552}
244 --> {1=10581, 2=10581, 3=10577, 4=10583, 5=10583, 6=10583, 7=10574, 8=10574, 9=10578, 10=10578, 11=10600, 12=10581, 13=10581}
245 --> {1=10611, 2=10606, 3=10606, 4=10622, 5=10608, 6=10608, 7=10612, 8=10629, 9=10607, 10=10607, 11=10606, 12=10606, 13=10606}
246 --> {1=10656, 2=10656, 3=10639, 4=10661, 5=10661, 6=10661, 7=10642, 8=10642, 9=10654, 10=10654, 11=10637, 12=10656, 13=10656}
247 --> {1=10690, 2=10698, 3=10684, 4=10673, 5=10673, 6=10673, 7=10689, 8=10687, 9=10686, 10=10686, 11=10718, 12=10698, 13=10712}
248 --> {1=10737, 2=10737, 3=10737, 4=10739, 5=10739, 6=10739, 7=10738, 8=10725, 9=10739, 10=10728, 11=10737, 12=10726, 13=10737}
249 --> {1=10745, 2=10745, 3=10745, 4=10747, 5=10747, 6=10747, 7=10744, 8=10753, 9=10744, 10=10744, 11=10745, 12=10745, 13=10745}
250 --> {1=10775, 2=10767, 3=10770, 4=10778, 5=10778, 6=10778, 7=10835, 8=10772, 9=10762, 10=10762, 11=10770, 12=10761, 13=10765}
251 --> {1=10845, 2=10845, 3=10845, 4=10850, 5=10850, 6=10850, 7=10849, 8=10849, 9=10844, 10=10844, 11=10847, 12=10845, 13=10849}
253 --> {1=10870, 2=10859, 3=10859, 4=10876, 5=10892, 6=10882, 7=10880, 8=10894, 9=10876, 10=10876, 11=10859, 12=10859, 13=10885}
254 --> {1=10899, 2=10899, 3=10900, 4=10903, 5=10899, 6=10903, 7=10901, 8=10899, 9=10903, 10=10903, 11=10899, 12=10899, 13=10900}
255 --> {1=10925, 2=10917, 3=10917, 4=10912, 5=10917, 6=10915, 7=10912, 8=10917, 9=10912, 10=10912, 11=10914, 12=10917, 13=10917}
258 --> {1=11008, 2=11012, 3=11021, 4=10996, 5=10996, 6=10996, 7=11010, 8=11012, 9=11002, 10=11002, 11=11019, 12=11000, 13=11021}
259 --> {1=11033, 2=11033, 3=11033, 4=11033, 5=11033, 6=11033, 7=11033, 8=11033, 9=11033, 10=11033, 11=11033, 12=11033, 13=11033}
260 --> {1=11038, 2=11038, 3=11034, 4=11060, 5=11060, 6=11060, 7=11053, 8=11056, 9=11035, 10=11035, 11=11034, 12=11084, 13=11065}
261 --> {1=11112, 2=11112, 3=11113, 4=11090, 5=11090, 6=11090, 7=11103, 8=11091, 9=11101, 10=11101, 11=11093, 12=11112, 13=11092}
262 --> {1=11129, 2=11129, 3=11129, 4=11131, 5=11131, 6=11131, 7=11135, 8=11131, 9=11127, 10=11127, 11=11129, 12=11129, 13=11129}
263 --> {1=11149, 2=11149, 3=11152, 4=11174, 5=11174, 6=11174, 7=11166, 8=11159, 9=11142, 10=11142, 11=11163, 12=11149, 13=11139}
264 --> {1=11208, 2=11192, 3=11207, 4=11188, 5=11214, 6=11207, 7=11225, 8=11192, 9=11188, 10=11188, 11=11229, 12=11185, 13=11218}
265 --> {1=11243, 2=11237, 3=11265, 4=11232, 5=11231, 6=11231, 7=11250, 8=11230, 9=11232, 10=11232, 11=11265, 12=11236, 13=11266}
266 --> {1=11269, 2=11269, 3=11275, 4=11277, 5=11275, 6=11275, 7=11275, 8=11269, 9=11275, 10=11275, 11=11273, 12=11275, 13=11273}
267 --> {1=11291, 2=11291, 3=11301, 4=11308, 5=11278, 6=11278, 7=11300, 8=11314, 9=11288, 10=11288, 11=11301, 12=11291, 13=11324}
268 --> {1=11350, 2=11344, 3=11365, 4=11373, 5=11373, 6=11359, 7=11338, 8=11338, 9=11358, 10=11358, 11=11367, 12=11353, 13=11346}
270 --> {1=11407, 2=11419, 3=11411, 4=11412, 5=11412, 6=11412, 7=11417, 8=11419, 9=11409, 10=11409, 11=11433, 12=11406, 13=11424}
271 --> {1=11465, 2=11445, 3=11437, 4=11472, 5=11472, 6=11472, 7=11453, 8=11453, 9=11440, 10=11440, 11=11437, 12=11445, 13=11458}
274 --> {1=11535, 2=11535, 3=11540, 4=11539, 5=11559, 6=11571, 7=11538, 8=11566, 9=11538, 10=11538, 11=11547, 12=11535, 13=11546}
275 --> {1=11610, 2=11606, 3=11591, 4=11593, 5=11593, 6=11593, 7=11590, 8=11590, 9=11595, 10=11595, 11=11591, 12=11606, 13=11606}
276 --> {1=11626, 2=11636, 3=11625, 4=11614, 5=11614, 6=11614, 7=11618, 8=11650, 9=11611, 10=11611, 11=11615, 12=11636, 13=11629}
277 --> {1=11658, 2=11658, 3=11662, 4=11659, 5=11659, 6=11659, 7=11664, 8=11658, 9=11664, 10=11664, 11=11662, 12=11658, 13=11658}
280 --> {1=11754, 2=11754, 3=11754, 4=11754, 5=11754, 6=11754, 7=11750, 8=11750, 9=11754, 10=11754, 11=11754, 12=11754, 13=11750}
282 --> {1=11837, 2=11837, 3=11815, 4=11823, 5=11823, 6=11823, 7=11830, 8=11836, 9=11817, 10=11817, 11=11815, 12=11837, 13=11813}
283 --> {1=11855, 2=11855, 3=11856, 4=11860, 5=11868, 6=11866, 7=11861, 8=11863, 9=11860, 10=11860, 11=11876, 12=11855, 13=11862}
284 --> {1=11887, 2=11887, 3=11882, 4=11885, 5=11885, 6=11885, 7=11898, 8=11905, 9=11898, 10=11898, 11=11881, 12=11887, 13=11882}
286 --> {1=11937, 2=11940, 3=11935, 4=11942, 5=11942, 6=11942, 7=11935, 8=11940, 9=11935, 10=11935, 11=11939, 12=11937, 13=11937}
287 --> {1=11946, 2=11946, 3=11945, 4=11950, 5=11950, 6=11950, 7=11945, 8=11946, 9=11950, 10=11950, 11=11945, 12=11946, 13=11946}
288 --> {1=11967, 2=11967, 3=11961, 4=11977, 5=11977, 6=11977, 7=11957, 8=11979, 9=11960, 10=11960, 11=11967, 12=11958, 13=11961}
291 --> {1=12064, 2=12064, 3=12053, 4=12071, 5=12073, 6=12055, 7=12063, 8=12063, 9=12071, 10=12071, 11=12078, 12=12064, 13=12053}
292 --> {1=12114, 2=12114, 3=12105, 4=12095, 5=12095, 6=12095, 7=12122, 8=12120, 9=12096, 10=12096, 11=12105, 12=12102, 13=12097}
293 --> {1=12162, 2=12137, 3=12137, 4=12141, 5=12141, 6=12141, 7=12144, 8=12144, 9=12139, 10=12139, 11=12137, 12=12166, 13=12150}
294 --> {1=12172, 2=12172, 3=12178, 4=12173, 5=12173, 6=12175, 7=12174, 8=12174, 9=12179, 10=12179, 11=12189, 12=12172, 13=12178}
296 --> {1=12264, 2=12264, 3=12264, 4=12240, 5=12240, 6=12240, 7=12241, 8=12241, 9=12249, 10=12249, 11=12264, 12=12264, 13=12245}
297 --> {1=12280, 2=12268, 3=12270, 4=12269, 5=12289, 6=12292, 7=12276, 8=12296, 9=12269, 10=12269, 11=12270, 12=12274, 13=12268}
298 --> {1=12314, 2=12298, 3=12298, 4=12318, 5=12318, 6=12318, 7=12299, 8=12322, 9=12299, 10=12299, 11=12298, 12=12329, 13=12298}
299 --> {1=12359, 2=12344, 3=12352, 4=12338, 5=12338, 6=12338, 7=12337, 8=12351, 9=12337, 10=12337, 11=12352, 12=12344, 13=12343}
300 --> {1=12392, 2=12377, 3=12387, 4=12381, 5=12381, 6=12381, 7=12385, 8=12402, 9=12379, 10=12379, 11=12389, 12=12377, 13=12377}
301 --> {1=12418, 2=12418, 3=12418, 4=12428, 5=12423, 6=12429, 7=12431, 8=12418, 9=12430, 10=12430, 11=12418, 12=12439, 13=12425}
302 --> {1=12443, 2=12443, 3=12442, 4=12442, 5=12442, 6=12442, 7=12442, 8=12443, 9=12442, 10=12442, 11=12443, 12=12443, 13=12443}
304 --> {1=12473, 2=12473, 3=12473, 4=12463, 5=12463, 6=12463, 7=12471, 8=12471, 9=12469, 10=12469, 11=12464, 12=12484, 13=12473}
306 --> {1=12518, 2=12518, 3=12520, 4=12513, 5=12532, 6=12517, 7=12513, 8=12530, 9=12513, 10=12513, 11=12518, 12=12531, 13=12520}
307 --> {1=12548, 2=12548, 3=12548, 4=12543, 5=12543, 6=12543, 7=12533, 8=12539, 9=12533, 10=12533, 11=12552, 12=12548, 13=12542}
309 --> {1=12623, 2=12623, 3=12607, 4=12594, 5=12594, 6=12594, 7=12600, 8=12600, 9=12599, 10=12599, 11=12618, 12=12623, 13=12607}
310 --> {1=12651, 2=12651, 3=12651, 4=12642, 5=12642, 6=12642, 7=12645, 8=12637, 9=12630, 10=12630, 11=12651, 12=12652, 13=12631}
312 --> {1=12697, 2=12697, 3=12685, 4=12687, 5=12687, 6=12687, 7=12684, 8=12686, 9=12704, 10=12704, 11=12709, 12=12697, 13=12685}
313 --> {1=12713, 2=12713, 3=12718, 4=12729, 5=12729, 6=12729, 7=12714, 8=12744, 9=12714, 10=12714, 11=12712, 12=12713, 13=12723}
314 --> {1=12749, 2=12749, 3=12749, 4=12759, 5=12749, 6=12752, 7=12759, 8=12757, 9=12759, 10=12759, 11=12749, 12=12749, 13=12749}
315 --> {1=12781, 2=12774, 3=12763, 4=12777, 5=12777, 6=12777, 7=12762, 8=12767, 9=12762, 10=12762, 11=12791, 12=12774, 13=12782}
316 --> {1=12815, 2=12815, 3=12811, 4=12820, 5=12820, 6=12820, 7=12816, 8=12816, 9=12804, 10=12804, 11=12811, 12=12815, 13=12809}
317 --> {1=12854, 2=12854, 3=12852, 4=12848, 5=12846, 6=12846, 7=12847, 8=12847, 9=12848, 10=12848, 11=12852, 12=12854, 13=12853}
318 --> {1=12863, 2=12872, 3=12872, 4=12873, 5=12861, 6=12861, 7=12867, 8=12867, 9=12873, 10=12873, 11=12872, 12=12872, 13=12872}
319 --> {1=12894, 2=12894, 3=12889, 4=12907, 5=12907, 6=12907, 7=12904, 8=12881, 9=12904, 10=12904, 11=12889, 12=12894, 13=12894}
321 --> {1=12958, 2=12950, 3=12956, 4=12955, 5=12955, 6=12955, 7=12949, 8=12952, 9=12949, 10=12949, 11=12950, 12=12950, 13=12956}
322 --> {1=12983, 2=12983, 3=12983, 4=12981, 5=12981, 6=12981, 7=12963, 8=12973, 9=12963, 10=12963, 11=12976, 12=12983, 13=12983}
323 --> {1=0, 2=0, 3=0, 4=0, 5=0, 6=0, 7=0, 8=0, 9=0, 10=0, 11=0, 12=0, 13=0}
324 --> {1=12993, 2=12993, 3=12999, 4=12989, 5=12989, 6=12989, 7=12996, 8=12993, 9=12996, 10=12996, 11=12992, 12=12999, 13=12991}
325 --> {1=13026, 2=13017, 3=13017, 4=13016, 5=13016, 6=13016, 7=13014, 8=13028, 9=13014, 10=13014, 11=13017, 12=13046, 13=13017}
327 --> {1=13077, 2=13090, 3=13084, 4=13075, 5=13075, 6=13075, 7=13079, 8=13079, 9=13081, 10=13081, 11=13082, 12=13097, 13=13090}
328 --> {1=13120, 2=13120, 3=13148, 4=13134, 5=13134, 6=13134, 7=13116, 8=13138, 9=13117, 10=13117, 11=13148, 12=13120, 13=13120}
329 --> {1=13185, 2=13185, 3=13185, 4=13159, 5=13176, 6=13172, 7=13154, 8=13178, 9=13159, 10=13159, 11=13161, 12=13175, 13=13185}
331 --> {1=13240, 2=13227, 3=13227, 4=13230, 5=13230, 6=13230, 7=13247, 8=13247, 9=13231, 10=13231, 11=13246, 12=13227, 13=13248}
332 --> {1=13279, 2=13279, 3=13265, 4=13263, 5=13265, 6=13280, 7=13263, 8=13286, 9=13263, 10=13263, 11=13265, 12=13279, 13=13279}
333 --> {1=13289, 2=13289, 3=13289, 4=13289, 5=13289, 6=13289, 7=13289, 8=13289, 9=13289, 10=13289, 11=13289, 12=13289, 13=13289}
335 --> {1=13324, 2=13324, 3=13324, 4=13322, 5=13324, 6=13324, 7=13324, 8=13324, 9=13324, 10=13322, 11=13325, 12=13324, 13=13324}
336 --> {1=13358, 2=13358, 3=13339, 4=13334, 5=13334, 6=13334, 7=13331, 8=13331, 9=13333, 10=13333, 11=13350, 12=13358, 13=13356}
337 --> {1=13367, 2=13367, 3=13366, 4=13364, 5=13364, 6=13364, 7=13374, 8=13374, 9=13364, 10=13373, 11=13366, 12=13367, 13=13368}
338 --> {1=13408, 2=13408, 3=13406, 4=13421, 5=13424, 6=13427, 7=13419, 8=13428, 9=13421, 10=13421, 11=13416, 12=13408, 13=13411}
339 --> {1=13446, 2=13470, 3=13452, 4=13456, 5=13456, 6=13456, 7=13445, 8=13454, 9=13448, 10=13448, 11=13452, 12=13470, 13=13463}
340 --> {1=13505, 2=13505, 3=13493, 4=13501, 5=13493, 6=13501, 7=13509, 8=13497, 9=13509, 10=13509, 11=13493, 12=13505, 13=13491}
341 --> {1=13520, 2=13528, 3=13524, 4=13512, 5=13512, 6=13512, 7=13522, 8=13526, 9=13514, 10=13514, 11=13562, 12=13528, 13=13547}
343 --> {1=13600, 2=13600, 3=13610, 4=13618, 5=13618, 6=13622, 7=13605, 8=13612, 9=13608, 10=13608, 11=13610, 12=13600, 13=13599}
344 --> {1=13633, 2=13633, 3=13637, 4=13651, 5=13651, 6=13651, 7=13636, 8=13636, 9=13652, 10=13652, 11=13637, 12=13642, 13=13638}
345 --> {1=13714, 2=13714, 3=13700, 4=13691, 5=13707, 6=13701, 7=13710, 8=13710, 9=13686, 10=13686, 11=13695, 12=13714, 13=13700}
346 --> {1=13731, 2=13731, 3=13731, 4=13737, 5=13737, 6=13737, 7=13732, 8=13730, 9=13732, 10=13732, 11=13726, 12=13731, 13=13731}
347 --> {1=13744, 2=13744, 3=13742, 4=13756, 5=13756, 6=13756, 7=13767, 8=13738, 9=13740, 10=13740, 11=13744, 12=13744, 13=13742}
348 --> {1=13775, 2=13775, 3=13770, 4=13772, 5=13772, 6=13775, 7=13772, 8=13770, 9=13772, 10=13772, 11=13774, 12=13775, 13=13770}
349 --> {1=13782, 2=13782, 3=13777, 4=13783, 5=13782, 6=13776, 7=13780, 8=13779, 9=13783, 10=13783, 11=13782, 12=13782, 13=13777}
350 --> {1=13803, 2=13803, 3=13800, 4=13791, 5=13800, 6=13791, 7=13793, 8=13807, 9=13791, 10=13791, 11=13800, 12=13803, 13=13803}
351 --> {1=13838, 2=13838, 3=13817, 4=13835, 5=13835, 6=13835, 7=13825, 8=13830, 9=13810, 10=13810, 11=13817, 12=13838, 13=13838}
352 --> {1=13848, 2=13848, 3=13881, 4=13847, 5=13847, 6=13847, 7=13870, 8=13870, 9=13846, 10=13846, 11=13881, 12=13848, 13=13864}
353 --> {1=13892, 2=13892, 3=13887, 4=13886, 5=13893, 6=13891, 7=13886, 8=13894, 9=13886, 10=13886, 11=13889, 12=13891, 13=13887}
354 --> {1=13901, 2=13896, 3=13910, 4=13898, 5=13898, 6=13898, 7=13933, 8=13933, 9=13908, 10=13908, 11=13897, 12=13896, 13=13910}
355 --> {1=13951, 2=13945, 3=13936, 4=13956, 5=13956, 6=13956, 7=13952, 8=13949, 9=13954, 10=13954, 11=13936, 12=13945, 13=13945}
356 --> {1=13995, 2=13977, 3=13981, 4=13982, 5=13980, 6=13989, 7=13982, 8=13977, 9=13982, 10=13982, 11=13977, 12=13977, 13=13981}
358 --> {1=14008, 2=14008, 3=14008, 4=14008, 5=14008, 6=14008, 7=14008, 8=14008, 9=14008, 10=14008, 11=14008, 12=14008, 13=14008}
359 --> {1=14023, 2=14023, 3=14015, 4=14022, 5=14022, 6=14022, 7=14018, 8=14018, 9=14009, 10=14009, 11=14015, 12=14023, 13=14023}
360 --> {1=14043, 2=14043, 3=14043, 4=14043, 5=14043, 6=14043, 7=14043, 8=14043, 9=14043, 10=14043, 11=14044, 12=14043, 13=14043}
361 --> {1=14047, 2=14047, 3=14046, 4=14046, 5=14047, 6=14050, 7=14047, 8=14050, 9=14047, 10=14050, 11=14047, 12=14047, 13=14046}
362 --> {1=14065, 2=14065, 3=14060, 4=14076, 5=14076, 6=14076, 7=14059, 8=14077, 9=14059, 10=14059, 11=14060, 12=14081, 13=14065}
363 --> {1=14107, 2=14111, 3=14092, 4=14094, 5=14092, 6=14098, 7=14104, 8=14089, 9=14094, 10=14094, 11=14092, 12=14111, 13=14111}
364 --> {1=14132, 2=14132, 3=14144, 4=14130, 5=14130, 6=14130, 7=14137, 8=14137, 9=14125, 10=14125, 11=14124, 12=14132, 13=14131}
365 --> {1=14200, 2=14200, 3=14171, 4=14167, 5=14167, 6=14167, 7=14192, 8=14206, 9=14175, 10=14175, 11=14183, 12=14200, 13=14199}
366 --> {1=14213, 2=14211, 3=14214, 4=14214, 5=14214, 6=14214, 7=14214, 8=14214, 9=14214, 10=14214, 11=14211, 12=14212, 13=14212}
368 --> {1=14236, 2=14246, 3=14246, 4=14238, 5=14238, 6=14238, 7=14246, 8=14246, 9=14238, 10=14246, 11=14243, 12=14241, 13=14246}
369 --> {1=14262, 2=14262, 3=14248, 4=14258, 5=14258, 6=14258, 7=14256, 8=14267, 9=14256, 10=14256, 11=14248, 12=14262, 13=14272}
371 --> {1=14333, 2=14318, 3=14318, 4=14326, 5=14326, 6=14326, 7=14321, 8=14326, 9=14321, 10=14321, 11=14318, 12=14318, 13=14318}
372 --> {1=14346, 2=14346, 3=14341, 4=14353, 5=14353, 6=14353, 7=14367, 8=14367, 9=14373, 10=14373, 11=14357, 12=14346, 13=14370}
373 --> {1=14390, 2=14390, 3=14383, 4=14382, 5=14392, 6=14393, 7=14387, 8=14387, 9=14382, 10=14382, 11=14383, 12=14401, 13=14386}
374 --> {1=14409, 2=14409, 3=14411, 4=14419, 5=14419, 6=14419, 7=14412, 8=14417, 9=14419, 10=14413, 11=14411, 12=14409, 13=14409}
375 --> {1=14456, 2=14456, 3=14456, 4=14427, 5=14435, 6=14435, 7=14429, 8=14424, 9=14427, 10=14427, 11=14444, 12=14435, 13=14441}
376 --> {1=14463, 2=14463, 3=14460, 4=14461, 5=14457, 6=14482, 7=14465, 8=14465, 9=14472, 10=14472, 11=14458, 12=14488, 13=14473}
377 --> {1=14512, 2=14512, 3=14499, 4=14508, 5=14500, 6=14500, 7=14491, 8=14491, 9=14508, 10=14508, 11=14494, 12=14512, 13=14499}
378 --> {1=14531, 2=14531, 3=14533, 4=14518, 5=14518, 6=14518, 7=14537, 8=14537, 9=14527, 10=14527, 11=14533, 12=14531, 13=14531}
380 --> {1=14577, 2=14577, 3=14594, 4=14582, 5=14586, 6=14586, 7=14593, 8=14593, 9=14582, 10=14582, 11=14602, 12=14577, 13=14594}
381 --> {1=14635, 2=14631, 3=14631, 4=14625, 5=14625, 6=14625, 7=14626, 8=14643, 9=14626, 10=14626, 11=14631, 12=14631, 13=14631}
382 --> {1=14663, 2=14678, 3=14668, 4=14661, 5=14661, 6=14661, 7=14695, 8=14695, 9=14667, 10=14667, 11=14693, 12=14678, 13=14674}
385 --> {1=14819, 2=14819, 3=14808, 4=14806, 5=14806, 6=14806, 7=14807, 8=14807, 9=14821, 10=14821, 11=14808, 12=14819, 13=14812}
386 --> {1=14868, 2=14848, 3=14870, 4=14847, 5=14847, 6=14847, 7=14856, 8=14854, 9=14843, 10=14843, 11=14845, 12=14848, 13=14870}
387 --> {1=14899, 2=14899, 3=14888, 4=14898, 5=14883, 6=14883, 7=14892, 8=14906, 9=14898, 10=14898, 11=14899, 12=14899, 13=14885}
388 --> {1=14961, 2=14915, 3=14935, 4=14917, 5=14917, 6=14917, 7=14919, 8=14918, 9=14924, 10=14924, 11=14935, 12=14915, 13=14955}
389 --> {1=14974, 2=14970, 3=14968, 4=15008, 5=15008, 6=15008, 7=14969, 8=14978, 9=14977, 10=14977, 11=15001, 12=14970, 13=14996}
390 --> {1=15035, 2=15035, 3=15013, 4=15042, 5=15042, 6=15042, 7=15018, 8=15052, 9=15018, 10=15018, 11=15013, 12=15035, 13=15035}
391 --> {1=15100, 2=15100, 3=15058, 4=15057, 5=15057, 6=15057, 7=15087, 8=15087, 9=15067, 10=15067, 11=15061, 12=15100, 13=15064}
392 --> {1=15110, 2=15110, 3=15109, 4=15135, 5=15117, 6=15117, 7=15123, 8=15123, 9=15136, 10=15136, 11=15155, 12=15110, 13=15112}
393 --> {1=15187, 2=15164, 3=15169, 4=15181, 5=15200, 6=15200, 7=15161, 8=15175, 9=15165, 10=15165, 11=15177, 12=15164, 13=15183}
394 --> {1=15210, 2=15225, 3=15211, 4=15212, 5=15222, 6=15222, 7=15220, 8=15245, 9=15212, 10=15212, 11=15211, 12=15225, 13=15217}
396 --> {1=15304, 2=15304, 3=15292, 4=15290, 5=15290, 6=15290, 7=15291, 8=15297, 9=15294, 10=15294, 11=15306, 12=15304, 13=15316}
397 --> {1=15328, 2=15352, 3=15341, 4=15336, 5=15336, 6=15336, 7=15332, 8=15332, 9=15333, 10=15333, 11=15345, 12=15352, 13=15363}
399 --> {1=15432, 2=15420, 3=15450, 4=15425, 5=15425, 6=15425, 7=15431, 8=15446, 9=15428, 10=15428, 11=15450, 12=15420, 13=15420}
400 --> {1=15471, 2=15473, 3=15486, 4=15500, 5=15482, 6=15493, 7=15462, 8=15462, 9=15466, 10=15466, 11=15486, 12=15473, 13=15487}
401 --> {1=15509, 2=15509, 3=15506, 4=15521, 5=15521, 6=15521, 7=15507, 8=15536, 9=15508, 10=15508, 11=15506, 12=15513, 13=15504}
402 --> {1=15548, 2=15549, 3=15549, 4=15568, 5=15547, 6=15555, 7=15559, 8=15581, 9=15558, 10=15558, 11=15549, 12=15549, 13=15549}
405 --> {1=15666, 2=15648, 3=15648, 4=15651, 5=15651, 6=15651, 7=15645, 8=15659, 9=15644, 10=15644, 11=15648, 12=15648, 13=15648}
406 --> {1=15681, 2=15683, 3=15704, 4=15690, 5=15704, 6=15694, 7=15685, 8=15685, 9=15690, 10=15690, 11=15687, 12=15683, 13=15703}
407 --> {1=15719, 2=15719, 3=15727, 4=15731, 5=15750, 6=15760, 7=15744, 8=15751, 9=15718, 10=15718, 11=15726, 12=15719, 13=15765}
408 --> {1=15772, 2=15772, 3=15768, 4=15782, 5=15782, 6=15782, 7=15770, 8=15770, 9=15769, 10=15769, 11=15785, 12=15772, 13=15768}
409 --> {1=15805, 2=15805, 3=15805, 4=15806, 5=15806, 6=15806, 7=15796, 8=15796, 9=15810, 10=15810, 11=15805, 12=15802, 13=15800}
411 --> {1=15887, 2=15878, 3=15877, 4=15883, 5=15883, 6=15883, 7=15889, 8=15889, 9=15871, 10=15871, 11=15877, 12=15878, 13=15878}
412 --> {1=15922, 2=15929, 3=15917, 4=15938, 5=15938, 6=15938, 7=15911, 8=15907, 9=15908, 10=15908, 11=15946, 12=15929, 13=15917}
413 --> {1=15970, 2=15970, 3=15950, 4=15954, 5=15954, 6=15954, 7=15951, 8=15952, 9=15951, 10=15951, 11=15949, 12=15970, 13=15970}
415 --> {1=16033, 2=16033, 3=16029, 4=16035, 5=16035, 6=16035, 7=16057, 8=16057, 9=16021, 10=16021, 11=16029, 12=16033, 13=16033}
416 --> {1=16068, 2=16068, 3=16083, 4=16070, 5=16082, 6=16082, 7=16087, 8=16087, 9=16076, 10=16076, 11=16066, 12=16068, 13=16075}
